country,year,military_expenditures_usd_2022,military_expenditures_current_usd,share_GDP,share_govt
Denmark,2001,4320719346.072497,2525225824.900695,0.0153238072045298,0.0290018063170038
Denmark,2002,4269026205.1711154,2694082493.2138104,0.0150814985204971,0.0283410574229878
Denmark,2003,4144094128.926694,3199158427.7900987,0.0146685124979902,0.0273465479119304
Denmark,2004,4167949722.200974,3578832460.3659453,0.0142370423392813,0.0268636744635346
Denmark,2005,3971156462.4584594,3468452919.920426,0.0131148849991359,0.0255942668842179
Denmark,2006,4340687519.45942,3896730667.689069,0.0137749201363591,0.0276439698138777
Denmark,2007,4186996599.1920333,4175652589.2315884,0.0130724682939246,0.0263603450235296
Denmark,2008,4347734190.644314,4788030120.848232,0.0135500459027372,0.0268792635456182
Denmark,2009,4088141150.28113,4337355690.400998,0.0135017862531649,0.0238816148950942
Denmark,2010,4352556896.464144,4503492126.71228,0.013986217868925,0.0246787033157622
Denmark,2011,4056933860.050045,4518590126.86474,0.0131353128527572,0.0232773923640097
Denmark,2012,4183715924.4756203,4422458083.584233,0.0135181897255938,0.0233252902344639
Denmark,2013,3837415726.6929307,4216647585.336279,0.0122725200034691,0.0219857958501601
Denmark,2014,3668781127.1702247,4056861510.684545,0.0114927328634589,0.0208135655194478
Denmark,2015,3630456471.3695335,3364047774.074063,0.0111144601158659,0.0203831120877537
Denmark,2016,3870531423.06294,3592727943.7738094,0.0114763761681092,0.0218686434931971
Denmark,2017,3948599951.575101,3764033343.563552,0.0113823325447045,0.0225172074729596
Denmark,2018,4517086416.561894,4558690186.9118185,0.0127753927185211,0.0252737026013819
Denmark,2019,4660946222.592724,4487779277.252962,0.0129509238115421,0.026075100191671
Denmark,2020,4956698886.952335,4887155963.3027525,0.0137713112053435,0.0257519236192241
Denmark,2021,5049079271.441363,5273695928.7531805,0.0130012223662152,0.0261044461238113
Denmark,2022,5475015487.991187,5475015487.991187,0.0136761549013104,0.0303926415997614
Denmark,2023,7624636908.228667,8144932201.693979,0.0195319596405831,0.041000167886888
Estonia,1993,80375566.9835014,13146559.884887729,0.0076175196094564,
Estonia,1994,102255040.56848207,25135735.37984227,0.0104163027365878,
Estonia,1995,101320357.81626576,36343487.58275547,0.0095809832700849,0.0235455349248452
Estonia,1996,98573693.87370513,41436607.70918468,0.0087359607383783,0.0224191279887482
Estonia,1997,131558338.93402117,53031652.17548123,0.010467724867254,0.0287416004886988
Estonia,1998,139279375.52816838,59919847.47675189,0.0106749171827447,0.0271673387096774
Estonia,1999,173184255.40154374,73800541.32478528,0.0128711336447566,0.0314968152866242
Estonia,2000,204251218.5516541,78313308.55978386,0.0137632711527767,0.0378475935828876
Estonia,2001,238337019.06221363,93818539.904212,0.0150221446192756,0.0428980761358984
Estonia,2002,284572694.14420843,122069530.65395735,0.0166712950092162,0.0461867426942266
Estonia,2003,328927785.7969075,171411923.8560682,0.0174304929525979,0.0495430809399477
Estonia,2004,346954639.1705638,204968180.24280655,0.0169968922470169,0.0495495495495495
Estonia,2005,332310245.5224504,204517021.02326724,0.0145091993217989,0.0430020963856166
Estonia,2006,364219937.7608846,236324449.19018942,0.0138756206587646,0.0414981982423037
Estonia,2007,493274542.550815,371974547.445358,0.0165732023639674,0.0491275316090692
Estonia,2008,482889378.60966456,429662698.8888083,0.0176719761296739,0.0447946957028373
Estonia,2009,418376779.51456183,353366576.57455045,0.0179905979568072,0.0392346509074744
Estonia,2010,400581644.2176602,332180156.9879983,0.0170042562190943,0.0422202266401142
Estonia,2011,426232962.8638754,389237580.8884348,0.016789333031573,0.0448646050312449
Estonia,2012,497981013.22179854,436852911.62465596,0.0189767278395814,0.0483503981797497
Estonia,2013,514434471.0123416,479314460.82434124,0.0190896364933439,0.049683457197908
Estonia,2014,550644774.7960738,512119045.12352556,0.0192535738573577,0.0509840179632809
Estonia,2015,599244318.1723112,463568814.4615726,0.020260417420727,0.0512568976088289
Estonia,2016,644161710.042431,497653404.2560566,0.0206916436631533,0.0525210084033613
Estonia,2017,663017484.7522805,537440226.9198151,0.0200976650859971,0.0512244679713399
Estonia,2018,697194739.2915714,614945174.2738099,0.020090871203263,0.0511586802827965
Estonia,2019,744474047.3604573,637035378.4146887,0.0203570397226451,0.052029992684711
Estonia,2020,827966420.3028641,718112390.2883848,0.0229675683425333,0.0511239146311774
Estonia,2021,794920157.1905793,748580889.3093661,0.020308662213269,0.0485392224522659
Estonia,2022,818278963.7096435,818278963.7096435,0.021604426401521,0.0545314361813976
Estonia,2023,1052869698.5971065,1189493563.1220262,0.0286665387374434,0.0677038494650104
Finland,1993,2569529224.532495,1615424808.8448672,0.0186801150656572,0.0284775867447109
Finland,1994,2527184722.4308667,1756338983.6682103,0.0175560359540334,0.0273639781513797
Finland,1995,2273847291.3849134,1908986807.2944539,0.0142254149924915,0.0237208987547374
Finland,1996,2517504847.028294,2021797095.4464262,0.0153047227121301,0.026187841598766
Finland,1997,2707631944.667014,1947002589.513444,0.0153515505066011,0.0279494936209391
Finland,1998,2766705915.590865,1959708814.0168023,0.0146317555780764,0.0284896321935755
Finland,1999,2410406222.3021345,1653905118.8597813,0.0122310377157804,0.0245055170563071
Finland,2000,2548395744.704645,1558135249.6775384,0.0124114750368777,0.0264233485407162
Finland,2001,2428370417.687096,1479270879.0077941,0.0114451283258444,0.0247270170819995
Finland,2002,2476279321.5376124,1611406522.0460212,0.0115463722865485,0.0243058315825336
Finland,2003,3144033451.224207,2475059743.1078863,0.0144685726264925,0.0299363467944147
Finland,2004,3334042149.5681605,2892938123.9924955,0.0147016356457354,0.0304566277841148
Finland,2005,3429984115.8075747,2999391048.8025923,0.0146451773981136,0.0297754417195024
Finland,2006,3491891161.365719,3128517474.445629,0.0144240186243663,0.0298871031494201
Finland,2007,3289886059.127072,3296557750.1386228,0.0128752050624667,0.0275834901677254
Finland,2008,3546598433.1717443,3958118334.10472,0.0139093940428535,0.0290555542456282
Finland,2009,3723125848.0396166,3940584835.357924,0.0156074235593355,0.0288557054173174
Finland,2010,3640686733.676932,3717180504.760468,0.0149175815960033,0.0276742415395532
Finland,2011,3698967112.585618,4099505807.2856936,0.0148940898392913,0.0277607809543533
Finland,2012,3744331185.196892,3943239958.164909,0.0152658465854544,0.0275362708944577
Finland,2013,3767933547.2004166,4161139945.217411,0.0153386093450991,0.0269969936340847
Finland,2014,3574420908.7434826,3985508351.988317,0.0145193018748459,0.0253506388293473
Finland,2015,3654602996.6829886,3399134967.28402,0.0144996097168673,0.0256676520588555
Finland,2016,3668940880.2712326,3415008249.6504507,0.014196526264493,0.0255118058194676
Finland,2017,3606106439.402117,3431090216.953642,0.0135129760805299,0.0251954750311029
Finland,2018,3710932710.6464734,3754588482.46639,0.0136253437390239,0.0255249833497829
Finland,2019,3749529156.005449,3635244066.2785487,0.0135371761625628,0.0253798774387193
Finland,2020,3907925282.0747805,3868688020.061552,0.0142582276779337,0.0249331491875055
Finland,2021,3650493544.798808,3831598864.7114472,0.0129123276861826,0.0231572477182248
Finland,2022,4446368019.38627,4446368019.38627,0.0157363807254927,0.0296643767849499
Finland,2023,6847396638.272085,7348032203.83663,0.0242148617618711,0.0444072369237197
France,1993,50018989034.5716,35775273292.887344,0.0268953480643636,0.0489875912940779
France,1994,50276321504.65141,37288606059.733986,0.0266037496035159,0.0489696377122681
France,1995,47787455754.4407,40124024138.36955,0.0249249618936835,0.0457260679176181
France,1996,46650761280.809166,38977734095.775406,0.0241447395059335,0.0442295444506778
France,1997,46819305083.723755,34697904099.17958,0.0237540965314126,0.0437956330391438
France,1998,45574857612.983475,33633561283.229443,0.0222620830652767,0.0422779323913665
France,1999,45958238891.55812,32672714284.8488,0.0217784297022174,0.0415916682254688
France,2000,45438396308.368935,28403138948.70589,0.0208501824480333,0.0403664247573077
France,2001,45298315591.65939,27951566384.41603,0.0203069528996546,0.0392645351975583
France,2002,46229015802.77129,30578398932.821655,0.0204625799037992,0.0387583863805826
France,2003,47623505137.23386,38569115812.93607,0.0209568041280059,0.0393403524955552
France,2004,48923681186.32591,44524579612.59987,0.0210435083527246,0.0397160816369335
France,2005,47920872163.53991,44442050523.13917,0.0202370691892636,0.0379724453303836
France,2006,48141677014.54216,45792148415.52436,0.0197509829987373,0.0373536019722207
France,2007,48123533173.45869,50684467384.42293,0.0190752863357749,0.0362884475897069
France,2008,47773800674.56194,55365965844.83099,0.0189707589581907,0.035594715674348
France,2009,51308407956.625916,56441455398.19099,0.0209814733452728,0.0367118339009668
France,2010,48876192937.36209,52044060565.05242,0.019694193527524,0.0346229009915239
France,2011,47422706072.20951,54120871009.50157,0.0189140621361087,0.0336006966306541
France,2012,46694246694.41104,50216507403.16641,0.0187108059984756,0.0327642861801385
France,2013,46391717663.898056,52001462447.663765,0.0184987591828693,0.0323247961040755
France,2014,47199075238.675575,53134750898.80245,0.0186296143947268,0.0325614597135516
France,2015,48490263134.05816,45647471640.501274,0.0187225828127683,0.0329635971187032
France,2016,50370305370.85075,47370589552.63058,0.0191728236804141,0.0338228115001895
France,2017,51033026020.79548,49195662250.31977,0.0190864201234436,0.0337792375596832
France,2018,49774044671.93358,51409812838.59165,0.0184300872300243,0.0331211252281206
France,2019,50596382640.60636,50118929211.93461,0.018364614707329,0.0331778634324232
France,2020,52053616019.28163,52747064858.08732,0.0199647774299431,0.0325440249803083
France,2021,53011698424.511505,56646996215.70484,0.0191440611513925,0.0324161523469222
France,2022,53638748769.42625,53638748769.42625,0.0193242353809567,0.0331391072960257
France,2023,57124715995.53762,61301290832.796745,0.0205638673841336,0.0356687138932718
Georgia,1993,,,,
Georgia,1994,,,,
Georgia,1995,,,,
Georgia,1996,126492968.63484667,67706683.5603421,0.0221017302703037,0.1169630642954856
Georgia,1997,78885488.92870186,44007707.12909441,0.0125358766896378,0.0556530214424951
Georgia,1998,76168697.86244549,41084456.98004058,0.0113697395615685,0.0585040983606557
Georgia,1999,58643804.91341877,25882678.36326636,0.0092437485593197,0.0454861111111111
Georgia,2000,40006765.124574766,18824291.43241725,0.0061558249075213,0.035394862036156
Georgia,2001,50768534.69093312,23829967.872958288,0.0074018600525876,0.0428076256499133
Georgia,2002,72609360.6636374,33975807.03927713,0.0100053299706695,0.0608979591836734
Georgia,2003,88324700.83552827,42647402.88490667,0.0106848912472203,0.0646231638418079
Georgia,2004,123302660.3067919,70419742.78037201,0.0137383897186186,0.0708876050420168
Georgia,2005,327490586.19802004,214071430.1476267,0.033391697967174,0.1502877614252517
Georgia,2006,556343162.8676447,404172025.8589217,0.0521830695097826,0.2240348692403486
Georgia,2007,1101524050.0990882,931750564.205712,0.0915911651704756,0.3221858828399916
Georgia,2008,1045602446.2363596,1090160250.6053836,0.0852011839531126,0.2608249077194672
Georgia,2009,637755451.9855438,603655214.9369347,0.0560659705141182,0.1565595404440304
Georgia,2010,477977497.4120625,454178215.15535754,0.0370963239057219,0.1180373286672499
Georgia,2011,430074921.1732774,468779626.83625287,0.0310296868545418,0.1116504505944556
Georgia,2012,446140760.4396304,491982529.3585331,0.0298373409824722,0.1050007847264535
Georgia,2013,405717041.01525396,441878926.97677153,0.0257055243515556,0.0948386210563629
Georgia,2014,393041541.8070106,415643210.8574821,0.0235793959370314,0.084084253281091
Georgia,2015,350008050.84742635,299514176.28460485,0.0200294589032771,0.0728900804289544
Georgia,2016,376107434.5179069,315194446.32233644,0.0208164031548882,0.0733651652242328
Georgia,2017,381766132.66812533,321136644.60766494,0.0196974296903126,0.0713815789473684
Georgia,2018,392053874.7955999,333912381.84090453,0.0189711315739271,0.069781443298969
Georgia,2019,386679963.78693646,310614128.5055023,0.0177655401596637,0.0613733604545135
Georgia,2020,373648852.8085076,287864077.6699029,0.0180547783105349,0.0523820740827984
Georgia,2021,370726401.58906114,300489434.4313238,0.0161153573028402,0.0510573419927134
Georgia,2022,360344170.69704396,360344170.69704396,0.0146573310132009,0.049738708914637
Georgia,2023,441902553.35802186,504612281.8476629,0.0168114376621765,0.0553911949685534
Germany,1993,50351444390.51254,35030537589.372475,0.0169353832263442,0.0350670428567993
Germany,1994,46957983145.7203,34197705639.6682,0.0155027643275388,0.0321251678698569
Germany,1995,46185251001.15352,38742699102.54969,0.0149502201427653,0.0271857065115577
Germany,1996,45282228832.847336,36701189772.00084,0.0146585845994394,0.0297380642651846
Germany,1997,43610754279.6721,31267710403.05563,0.0140930173264785,0.0291047681493743
Germany,1998,43761380536.42404,31200768077.998146,0.0139089478616645,0.0289441807817794
Germany,1999,44646062010.57589,30690158425.581345,0.0139507435456433,0.0290120748465917
Germany,2000,43941698592.986496,26497593164.38875,0.0135888303317903,0.0285534749274038
Germany,2001,43219473630.302124,25815401959.228336,0.013234383027941,0.028004902094334
Germany,2002,43337036407.43105,27611355672.438263,0.0132795812092343,0.0278811008293967
Germany,2003,42744792924.43587,32997363017.12959,0.0131692486502826,0.0273680922075854
Germany,2004,41435299077.77033,35776573894.10792,0.0126895739640398,0.0272164134567223
Germany,2005,34532931027.86612,30324965179.32647,0.0106562970052134,0.0227596447671759
Germany,2006,39879243282.31935,35883657972.67986,0.0119930295839133,0.0265124988414125
Germany,2007,39940240970.49786,40110859276.413216,0.0117247176491768,0.0270168407467158
Germany,2008,40884573219.13179,45098956311.56846,0.0120903400366779,0.0273539190077651
Germany,2009,42432920085.58866,44528927835.65305,0.0131060407322149,0.0271907681214743
Germany,2010,42536163407.78185,43025915011.68805,0.0126682662611137,0.026314661331346
Germany,2011,41673822449.17788,45163212878.20339,0.0120615033635783,0.0266621663985818
Germany,2012,42864634306.95441,43798225349.2896,0.0124167747904608,0.0276431678479329
Germany,2013,41280072441.39461,44242647302.89355,0.0118525790100841,0.0263717397154027
Germany,2014,41328983259.66941,44662831167.68364,0.0114994199690513,0.0259562871065739
Germany,2015,42038609150.13796,38170021071.30976,0.0113733842666331,0.0257659572238151
Germany,2016,43862889529.041504,39909678594.2478,0.0115123037317289,0.0259557376813366
Germany,2017,45120983569.96113,42281112684.641045,0.0115340372066259,0.0261098373831646
Germany,2018,46366154236.34231,46497675955.76172,0.0117054854477113,0.0264107173504961
Germany,2019,50860823441.07188,49079444693.2378,0.0126184145004044,0.0280392979583482
Germany,2020,54191854600.87344,53318705117.97561,0.0137427175481016,0.0272339570791462
Germany,2021,53715839992.25449,56513126773.88836,0.0132102724294738,0.0259348203625312
Germany,2022,56153121239.913506,56153121239.913506,0.0137713842050551,0.027833755617421
Germany,2023,61187424918.60023,66826634284.20793,0.0151965192096974,0.030810880816111
Greece,1993,5638489998.25555,3364413329.766045,0.0360012469561704,0.0811759431932291
Greece,1994,5735624994.837316,3587244914.441259,0.0358197232877288,0.0844884051738397
Greece,1995,5858298316.215424,4179913246.972543,0.0317319019644845,0.0663823027867971
Greece,1996,6209249036.284611,4613167576.65798,0.0331191328182087,0.0701545681563764
Greece,1997,6616789019.004474,4573516492.292948,0.0336586889039913,0.0731003670017552
Greece,1998,7210270457.445463,4824257168.8823805,0.0353386881535161,0.0739816108213243
Greece,1999,7548729953.335087,5012285642.298285,0.0336046994465272,0.0728097621014105
Greece,2000,7967241813.550677,4564522446.239066,0.034653553200888,0.0746430804422417
Greece,2001,7791806325.513037,4428103551.6460705,0.0325141285622816,0.0707042635880436
Greece,2002,7643284716.742063,4734177215.189873,0.030773745753062,0.0671960993855196
Greece,2003,6548134147.072231,5035585541.864082,0.0249389475249857,0.0535264831143902
Greece,2004,7199322315.33586,6267468787.444202,0.0260567252971208,0.0547242429827509
Greece,2005,7784959287.947183,7028428592.747352,0.0283659627711188,0.0622584767234351
Greece,2006,8094197734.5115,7607186181.616552,0.0278341887026498,0.0616937288894314
Greece,2007,8087772648.102884,8533090258.103191,0.0267930592141264,0.0569224307939522
Greece,2008,8991008195.996254,10574138499.285896,0.029830523446713,0.0586690615323347
Greece,2009,9426707938.02237,10641348182.867653,0.0322484113782964,0.0596260576481485
Greece,2010,7244037430.557966,8163619386.923959,0.0275021826236583,0.0519327660291515
Greece,2011,5832400054.316888,7128608267.128192,0.0252227876563292,0.0457595659623072
Greece,2012,5158510210.587662,5914988423.397841,0.0244377558683293,0.0455076561125334
Greece,2013,4817032934.148578,5655183035.720214,0.0236777200944603,0.0455281768428253
Greece,2014,4777771687.680067,5531285908.879658,0.0235228766757336,0.0463681558840212
Greece,2015,5066732174.376156,4818121326.383498,0.0246330328904393,0.0481475735041503
Greece,2016,5277898120.68978,4963484464.404518,0.0257212022449423,0.0515032589736528
Greece,2017,5273683563.384065,5088178883.212254,0.0256348990681235,0.052859857094567
Greece,2018,5636947099.305479,5757114360.917342,0.0271645307270588,0.0560141482349158
Greece,2019,5542719377.185172,5383116883.116883,0.0262245307490582,0.0545574202040144
Greece,2020,5912419898.030503,5773281659.637525,0.0306934354457899,0.0509896105987999
Greece,2021,8093749647.3427725,8299905392.6206255,0.0386687910007809,0.066950939148518
Greece,2022,8745382718.957989,8745382718.957989,0.0402423972931974,0.0761368006592802
Greece,2023,7227519049.435109,7729763484.168176,0.0323440755796674,0.0656533029905392
Hungary,1993,1459595831.605879,735860385.5843157,0.0190656828980965,
Hungary,1994,1445199369.1263268,757131989.3495626,0.0182413438385634,
Hungary,1995,1088482664.6246228,612184817.1163502,0.0132472748303327,0.0238686140444488
Hungary,1996,1023663565.4616004,585271901.8388832,0.0125906103979782,0.0245550192944073
Hungary,1997,1259074061.8641636,695972460.9050854,0.0147668440278225,0.0296665480004746
Hungary,1998,1125022258.996406,618464379.9964553,0.0127216417480149,0.0249983975386193
Hungary,1999,1285788131.0482812,702942491.1236117,0.0143361259969176,0.0292206995438976
Hungary,2000,1418954804.5924058,715857664.8155959,0.0151310022700997,0.0320200870565931
Hungary,2001,1558548513.886323,845055673.8455094,0.0157012709014656,0.0332726335681154
Hungary,2002,1701973909.4803283,1079154823.6243005,0.0159377380209258,0.0313035340486391
Hungary,2003,1837002093.5135734,1401561253.1040049,0.0164262159438689,0.0334554292974977
Hungary,2004,1700961329.8696668,1532612234.0268118,0.0147272381889095,0.0302115276543531
Hungary,2005,1683804980.5858648,1596087843.152974,0.0140983615554013,0.0285862481760733
Hungary,2006,1508813204.069114,1410071771.4720283,0.0121856650672822,0.0237270689253896
Hungary,2007,1536745498.095284,1776464117.2818666,0.0126721425125684,0.0254148351177463
Hungary,2008,1428214348.5195534,1867877499.0849035,0.0117976756209113,0.0242027974081175
Hungary,2009,1273015491.040165,1475818169.2382205,0.01125985152169,0.0222706983924556
Hungary,2010,1142003278.1284811,1350820413.1881661,0.0102199035673628,0.0209368610845472
Hungary,2011,1157779978.6842148,1472069831.638109,0.0103709056372927,0.0211389749739483
Hungary,2012,1102072871.9785967,1322277702.7507284,0.0102649856116043,0.0208995403716066
Hungary,2013,1042138061.9050608,1280050962.2477033,0.009434037793281,0.018844757359953
Hungary,2014,1026498302.5168656,1209801890.2128801,0.0085780963079475,0.0171404794550169
Hungary,2015,1154649896.7855012,1132476291.7378182,0.0090472207333614,0.0179580673014532
Hungary,2016,1319024172.995847,1288676093.1675966,0.0100201990429055,0.0214117680386877
Hungary,2017,1665185642.1567237,1702635636.9015582,0.0119355289709367,0.0255481712727296
Hungary,2018,1507600888.6363757,1615618734.4690783,0.0100606844814921,0.0218256875091565
Hungary,2019,2127566086.6614363,2190628591.8798566,0.0133524248667313,0.0289737747389444
Hungary,2020,2756957465.552789,2768372537.1738157,0.0176006936522038,0.0344588481009894
Hungary,2021,2248602091.609607,2409589009.47425,0.0132374131113092,0.0273534781497036
Hungary,2022,3256817190.9974422,3256817190.997442,0.0183565722625996,0.0380533738762791
Hungary,2023,3884691368.9408054,4355478069.889932,0.0212784318809434,0.0441188545269396
Iceland,1993,0.0,0.0,,
Iceland,1994,0.0,0.0,,
Iceland,1995,0.0,0.0,,
Iceland,1996,0.0,0.0,,
Iceland,1997,0.0,0.0,,
Iceland,1998,0.0,0.0,,
Iceland,1999,0.0,0.0,,
Iceland,2000,0.0,0.0,,
Iceland,2001,0.0,0.0,,
Iceland,2002,0.0,0.0,,
Iceland,2003,0.0,0.0,,
Iceland,2004,0.0,0.0,,
Iceland,2005,0.0,0.0,,
Iceland,2006,0.0,0.0,,
Iceland,2007,0.0,0.0,,
Iceland,2008,0.0,0.0,,
Iceland,2009,0.0,0.0,,
Iceland,2010,0.0,0.0,,
Iceland,2011,0.0,0.0,,
Iceland,2012,0.0,0.0,,
Iceland,2013,0.0,0.0,,
Iceland,2014,0.0,0.0,,
Iceland,2015,0.0,0.0,,
Iceland,2016,0.0,0.0,,
Iceland,2017,0.0,0.0,,
Iceland,2018,0.0,0.0,,
Iceland,2019,0.0,0.0,,
Iceland,2020,0.0,0.0,,
Iceland,2021,0.0,0.0,,
Iceland,2022,0.0,0.0,,
Iceland,2023,0.0,0.0,,
Ireland,1993,963393765.9793004,597723765.5666921,0.0113922514870101,0.0261697469578942
Ireland,1994,985265974.4489332,633699379.1395116,0.0110873259118524,0.0256900009550186
Ireland,1995,993255111.6523669,702039703.1230665,0.0101435938826101,0.0251629254163649
Ireland,1996,1046361928.4995757,750987245.8172781,0.0098992715896718,0.0256974087009011
Ireland,1997,1108455116.2989624,765305513.303899,0.0092406612738302,0.0255898439059443
Ireland,1998,1117769633.223905,742402153.190535,0.0082386951599408,0.0240832363213038
Ireland,1999,1156307681.4347095,741508607.7856274,0.0075067649865929,0.0230730979612133
Ireland,2000,1186341647.1862605,694674774.2767644,0.0069569774211354,0.0227348107945122
Ireland,2001,1287248579.0954978,767778364.3994237,0.0070351715626936,0.0218431771894093
Ireland,2002,1236202299.105953,811255940.8968989,0.0063401372038608,0.0192772162089632
Ireland,2003,1185085082.7007513,965199981.0391024,0.0058754093593682,0.0179845222072678
Ireland,2004,1203239128.654218,1101860647.0358162,0.0056832229211007,0.0173026302961764
Ireland,2005,1218778539.5919292,1144978361.4385912,0.005406126988173,0.0163714925850848
Ireland,2006,1208590906.0011346,1190379117.3707035,0.0051315124388682,0.015289302805214
Ireland,2007,1217371216.732697,1372225370.1559458,0.0050875479416122,0.014274730907227
Ireland,2008,1260884185.9550939,1582890833.8521256,0.0057698782020319,0.0138841063857124
Ireland,2009,1244870281.7172613,1415725373.4494882,0.0060116902064184,0.0128251595122135
Ireland,2010,1186180283.970969,1274228688.356323,0.0057476072166162,0.0088568324925433
Ireland,2011,1124505914.6619344,1300331547.010864,0.005443958136473,0.0115319180412752
Ireland,2012,1064967125.6825095,1157531729.6548605,0.0051415809397739,0.0120657327297565
Ireland,2013,1059224060.9756709,1195763444.3723037,0.0050232693818692,0.0123589954713874
Ireland,2014,1055415670.3040612,1192733691.2241998,0.0045991741350221,0.0122621564482029
Ireland,2015,1058483993.9572405,997005655.983143,0.0034116762421661,0.0117643979742727
Ireland,2016,1066284015.1944952,1001610418.2993565,0.0033578664790679,0.0119337497035338
Ireland,2017,1071934439.8106914,1025063447.4195051,0.0030603462742203,0.0117284584574304
Ireland,2018,1095214461.011014,1107137377.0994887,0.0028646350032256,0.0113282287867442
Ireland,2019,1149687560.7893412,1112740707.5682938,0.0027890540205492,0.0114766402623495
Ireland,2020,1165269484.6730301,1144420380.713553,0.0026755521427571,0.0098474817321367
Ireland,2021,1215528225.7806773,1267738883.6329234,0.002469649231856,0.0101398006091447
Ireland,2022,1164312098.7488115,1164312098.7488115,0.0021865266466528,0.0103001656214526
Ireland,2023,1174984592.5557141,1269192872.978077,0.0021685788264971,0.0101636011281643
Italy,1993,29053885803.317,18242013901.27853,0.017867679733127,0.0301093015651877
Italy,1994,28335598666.95228,18062459081.750042,0.0171374275955101,0.030301546336717
Italy,1995,25878945561.54262,17185853003.896473,0.0146784314334637,0.0283424285313818
Italy,1996,28515479994.762882,20793128832.200146,0.0158849227935036,0.0307688002659184
Italy,1997,29900041539.811832,20156102258.36085,0.0162669279946621,0.0327930181196682
Italy,1998,30889163285.030205,20825125351.855076,0.0164450887913204,0.0340530965914789
Italy,1999,32097457517.26382,21016456909.93334,0.0168329979808881,0.0355541467432542
Italy,2000,34238350457.422077,19878720932.37516,0.0174105950432122,0.0373457604206692
Italy,2001,33676085976.41321,19519381482.044903,0.0167936473768144,0.0353321886966043
Italy,2002,34596532175.23802,21610059761.89356,0.0170618724616289,0.0364144216008424
Italy,2003,34877892505.75301,26824213292.04071,0.0170899553724228,0.0361236604001282
Italy,2004,34992136462.27801,30261076654.68452,0.0168267326961678,0.0357956941551784
Italy,2005,33665353763.040947,29737642391.682835,0.016009687639927,0.0338888254301181
Italy,2006,32574674484.770046,29633022263.31352,0.0152134332564687,0.0318315246905677
Italy,2007,31645217767.41033,31982431792.48821,0.0144705251876997,0.0309307315471864
Italy,2008,32955391634.839005,36839989746.21891,0.0153567479652556,0.0321045073151801
Italy,2009,31875222550.4377,34054481324.399902,0.0155421070227095,0.0304085840104198
Italy,2010,30965011731.71817,32020819951.128746,0.0150049457592519,0.0300533017765601
Italy,2011,30323868192.396088,33828804971.119965,0.0147595659708975,0.0300147268139019
Italy,2012,28030197634.288937,29781008205.12557,0.0142692497660769,0.028205640548868
Italy,2013,26956793412.097782,29957445904.51684,0.0139902041932937,0.0274578841236867
Italy,2014,24885328085.218353,27701034334.942177,0.0128296965427672,0.0252277541156924
Italy,2015,23828840296.82358,22180845070.422535,0.0120822832564616,0.0240122699828436
Italy,2016,26994181747.521538,25033027894.675396,0.0133483525169555,0.0271980198614623
Italy,2017,27769835547.41594,26447892915.42744,0.0135737055917771,0.0278358701543773
Italy,2018,28047336744.498005,28420098438.440563,0.0135929093471842,0.0280880728379868
Italy,2019,27280529476.512005,26380673981.191223,0.0131150962472626,0.0270572879347406
Italy,2020,33492269035.527767,32929093810.55512,0.0173898398051864,0.0305164087249818
Italy,2021,34867448471.72407,36232722327.34153,0.016812622421282,0.0299024897277988
Italy,2022,34691881158.12768,34691881158.12768,0.0169455752183519,0.0304470549140151
Italy,2023,32634773754.98948,35528923816.23243,0.0160578289334057,0.030434517926222
Kosovo,1993,,,,
Kosovo,1994,,,,
Kosovo,1995,,,,
Kosovo,1996,,,,
Kosovo,1997,,,,
Kosovo,1998,,,,
Kosovo,1999,,,,
Kosovo,2000,,,,
Kosovo,2001,,,,
Kosovo,2002,,,,
Kosovo,2003,,,,
Kosovo,2004,,,,
Kosovo,2005,,,,
Kosovo,2006,,,,
Kosovo,2007,,,,
Kosovo,2008,917246.6191757862,927234.7749661258,0.0001630279413923,0.0006719745222929
Kosovo,2009,29101622.951314904,27227085.62839397,0.0048159727051353,0.0179315892040256
Kosovo,2010,41795893.83985719,38578120.50937361,0.0072260702705786,0.0241727941908713
Kosovo,2011,49014078.040540114,50968863.77379736,0.0080477594937542,0.0271188661242603
Kosovo,2012,44053934.55627464,43390403.88336541,0.0070395373609101,0.0234680271021542
Kosovo,2013,46918183.49792484,48597681.23331196,0.0072174071050535,0.0246310773889636
Kosovo,2014,51542417.62833677,53575787.74488024,0.0075832926767434,0.0273588861788617
Kosovo,2015,57837918.961024344,49984164.356216036,0.007942803040316,0.0285800386810399
Kosovo,2016,60100764.26956992,51937624.41937625,0.0077786814238886,0.0273193717277486
Kosovo,2017,64356785.322110415,57262629.271565095,0.0080289972720665,0.0284958123953098
Kosovo,2018,66968780.89511587,63344074.21833504,0.0080442058844249,0.0272975584944048
Kosovo,2019,71325607.01034965,65705329.15360502,0.0083172717171946,0.0278010421601136
Kosovo,2020,84027013.77257845,78965006.26923515,0.0102303739145844,0.0305854304635761
Kosovo,2021,79002591.59629564,79609744.56007569,0.0084592881521209,0.0291293812202509
Kosovo,2022,107601580.18292429,107601580.18292429,0.011448416939248,0.0398849902534113
Kosovo,2023,123795529.61583236,133185465.92279202,0.012541803572726,0.0402208809135399
Latvia,1993,102139999.97027768,17691507.972105697,0.0073529540643001,
Latvia,1994,119346759.4911253,33900348.043573245,0.0083875722696653,
